YEAR,MO,DY,HR,TEMPERATURE
2020,4,25,5,7.99
2020,4,25,6,11.03
2020,4,25,7,13.69
2020,4,25,8,17.91
2020,4,25,9,19.75
2020,4,25,10,20.81
2020,4,25,11,21.85
2020,4,25,12,22.69
2020,4,25,13,22.9
2020,4,25,14,22.26
2020,4,25,15,21.76
2020,4,25,16,21.06
2020,4,25,17,19.99
2020,4,25,18,17.37
2020,4,25,19,14.32
2020,4,25,20,13.45
2020,4,25,21,12.48
2020,4,25,22,11.15
2020,4,25,23,9.38
2020,4,26,0,8.4
2020,4,26,1,8.09
2020,4,26,2,7.94
2020,4,26,3,7.67
2020,4,26,4,7.47
2020,4,26,5,7.33
2020,4,26,6,8.15
2020,4,26,7,9.26
2020,4,26,8,10.22
2020,4,26,9,11.2
2020,4,26,10,12.05
2020,4,26,11,12.88
2020,4,26,12,13.54
2020,4,26,13,13.99
2020,4,26,14,14.14
2020,4,26,15,14.01
2020,4,26,16,13.6
2020,4,26,17,12.91
2020,4,26,18,11.05
2020,4,26,19,8.11
2020,4,26,20,7.15
2020,4,26,21,6.37
2020,4,26,22,5.55
2020,4,26,23,4.69
2020,4,27,0,3.93
2020,4,27,1,3.44
2020,4,27,2,3.12
2020,4,27,3,2.74
2020,4,27,4,2.36
2020,4,27,5,2.86
2020,4,27,6,6.58
2020,4,27,7,9.83
2020,4,27,8,13.01
2020,4,27,9,14.67
2020,4,27,10,15.62
2020,4,27,11,16.07
2020,4,27,12,16.23
2020,4,27,13,16.4
2020,4,27,14,16.72
2020,4,27,15,16.48
2020,4,27,16,15.92
2020,4,27,17,14.97
2020,4,27,18,12.76
2020,4,27,19,9.81
2020,4,27,20,9.39
2020,4,27,21,9.08
2020,4,27,22,8.54
2020,4,27,23,7.82
2020,4,28,0,7.15
2020,4,28,1,6.33
2020,4,28,2,5.5
2020,4,28,3,4.79
2020,4,28,4,4.15
2020,4,28,5,4.37
2020,4,28,6,7.29
2020,4,28,7,9.9
2020,4,28,8,13.62
2020,4,28,9,16.94
2020,4,28,10,18.74
2020,4,28,11,20.08
2020,4,28,12,21.13
2020,4,28,13,21.94
2020,4,28,14,22.39
2020,4,28,15,22.45
2020,4,28,16,21.98
2020,4,28,17,20.64
2020,4,28,18,17.05
2020,4,28,19,13.78
2020,4,28,20,12.93
2020,4,28,21,11.88
2020,4,28,22,10.58
2020,4,28,23,9.36
2020,4,29,0,8.4
2020,4,29,1,7.7
2020,4,29,2,7.17
2020,4,29,3,6.74
2020,4,29,4,6.4
2020,4,29,5,6.92
2020,4,29,6,9.37
2020,4,29,7,12.18
2020,4,29,8,15.99
2020,4,29,9,19.42
2020,4,29,10,21.4
2020,4,29,11,22.49
2020,4,29,12,23.15
2020,4,29,13,23.37
2020,4,29,14,23.37
2020,4,29,15,23.35
2020,4,29,16,23.01
2020,4,29,17,21.83
2020,4,29,18,19.15
2020,4,29,19,17.21
2020,4,29,20,16.49
2020,4,29,21,15.73
2020,4,29,22,14.76
2020,4,29,23,13.65
2020,4,30,0,12.64
2020,4,30,1,11.43
2020,4,30,2,10.55
2020,4,30,3,9.87
2020,4,30,4,9.3
2020,4,30,5,9.72
2020,4,30,6,12.37
2020,4,30,7,15.26
2020,4,30,8,18.66
2020,4,30,9,20.12
2020,4,30,10,20.48
2020,4,30,11,20.27
2020,4,30,12,20.16
2020,4,30,13,20.17
2020,4,30,14,19.8
2020,4,30,15,19.42
2020,4,30,16,18.86
2020,4,30,17,18.04
2020,4,30,18,16.69
2020,4,30,19,15.23
2020,4,30,20,14.45
2020,4,30,21,13.72
2020,4,30,22,13.05
2020,4,30,23,12.33
2020,5,1,0,11.53
2020,5,1,1,10.74
2020,5,1,2,9.99
2020,5,1,3,9.47
2020,5,1,4,9.01
2020,5,1,5,9.08
2020,5,1,6,10.33
2020,5,1,7,12.83
2020,5,1,8,15.66
2020,5,1,9,17.71
2020,5,1,10,19.14
2020,5,1,11,20.02
2020,5,1,12,20.63
2020,5,1,13,21.19
2020,5,1,14,21.45
2020,5,1,15,21.26
2020,5,1,16,20.77
2020,5,1,17,20.02
2020,5,1,18,18.11
2020,5,1,19,15.8
2020,5,1,20,15.02
2020,5,1,21,14.57
2020,5,1,22,14.14
2020,5,1,23,13.78
2020,5,2,0,13.29
2020,5,2,1,12.7
2020,5,2,2,12.08
2020,5,2,3,11.79
2020,5,2,4,11.48
2020,5,2,5,11.76
2020,5,2,6,13.18
2020,5,2,7,14.12
2020,5,2,8,15.44
2020,5,2,9,16.52
2020,5,2,10,17.41
2020,5,2,11,17.78
2020,5,2,12,17.99
2020,5,2,13,18.2
2020,5,2,14,18.69
2020,5,2,15,18.92
2020,5,2,16,18.66
2020,5,2,17,17.99
2020,5,2,18,16.58
2020,5,2,19,15.05
2020,5,2,20,14.21
2020,5,2,21,13.65
2020,5,2,22,13.28
2020,5,2,23,12.94
2020,5,3,0,12.5
2020,5,3,1,11.68
2020,5,3,2,10.51
2020,5,3,3,9.51
2020,5,3,4,8.87
2020,5,3,5,9.61
2020,5,3,6,11.87
2020,5,3,7,14.27
2020,5,3,8,16.55
2020,5,3,9,17.89
2020,5,3,10,18.41
2020,5,3,11,18.9
2020,5,3,12,19.3
2020,5,3,13,19.17
2020,5,3,14,19.07
2020,5,3,15,18.91
2020,5,3,16,18.65
2020,5,3,17,17.98
2020,5,3,18,16.8
2020,5,3,19,15.31
2020,5,3,20,14.51
2020,5,3,21,13.95
2020,5,3,22,13.42
2020,5,3,23,12.43
2020,5,4,0,11.25
2020,5,4,1,10.57
2020,5,4,2,10.3
2020,5,4,3,10.07
2020,5,4,4,9.87
2020,5,4,5,10.05
2020,5,4,6,10.9
2020,5,4,7,12.19
2020,5,4,8,13.46
2020,5,4,9,14.8
2020,5,4,10,15.87
2020,5,4,11,16.83
2020,5,4,12,17.65
2020,5,4,13,18.37
2020,5,4,14,18.82
2020,5,4,15,18.69
2020,5,4,16,17.88
2020,5,4,17,16.73
2020,5,4,18,15.39
2020,5,4,19,13.84
2020,5,4,20,12.71
2020,5,4,21,11.8
2020,5,4,22,11.05
2020,5,4,23,10.3
2020,5,5,0,9.73
2020,5,5,1,9.34
2020,5,5,2,9.15
2020,5,5,3,8.99
2020,5,5,4,8.86
2020,5,5,5,8.94
2020,5,5,6,9.58
2020,5,5,7,10.64
2020,5,5,8,12.19
2020,5,5,9,14.05
2020,5,5,10,15.58
2020,5,5,11,16.76
2020,5,5,12,17.57
2020,5,5,13,18.05
2020,5,5,14,18.08
2020,5,5,15,17.9
2020,5,5,16,17.56
2020,5,5,17,16.87
2020,5,5,18,15.15
2020,5,5,19,12.13
2020,5,5,20,11.24
2020,5,5,21,10.99
2020,5,5,22,10.1
2020,5,5,23,9.19
2020,5,6,0,8.58
2020,5,6,1,8.19
2020,5,6,2,8.22
2020,5,6,3,8.33
2020,5,6,4,7.55
2020,5,6,5,5.93
2020,5,6,6,5.05
2020,5,6,7,5.8
2020,5,6,8,7.55
2020,5,6,9,9.65
2020,5,6,10,11.24
2020,5,6,11,12.19
2020,5,6,12,12.52
2020,5,6,13,12.94
2020,5,6,14,13.08
2020,5,6,15,12.88
2020,5,6,16,12.52
2020,5,6,17,12.09
2020,5,6,18,10.93
2020,5,6,19,9.05
2020,5,6,20,8.43
2020,5,6,21,7.31
2020,5,6,22,6.0
2020,5,6,23,5.04
2020,5,7,0,5.3
2020,5,7,1,5.52
2020,5,7,2,5.74
2020,5,7,3,6.01
2020,5,7,4,6.11
2020,5,7,5,6.28
2020,5,7,6,6.98
2020,5,7,7,7.65
2020,5,7,8,7.76
2020,5,7,9,8.12
2020,5,7,10,8.14
2020,5,7,11,7.74
2020,5,7,12,7.7
2020,5,7,13,8.76
2020,5,7,14,11.33
2020,5,7,15,14.11
2020,5,7,16,15.55
2020,5,7,17,15.17
2020,5,7,18,13.3
2020,5,7,19,10.64
2020,5,7,20,9.07
2020,5,7,21,8.31
2020,5,7,22,7.73
2020,5,7,23,7.14
2020,5,8,0,6.65
2020,5,8,1,6.38
2020,5,8,2,6.44
2020,5,8,3,5.98
2020,5,8,4,5.37
2020,5,8,5,5.76
2020,5,8,6,7.69
2020,5,8,7,10.45
2020,5,8,8,12.37
2020,5,8,9,13.47
2020,5,8,10,14.11
2020,5,8,11,14.95
2020,5,8,12,15.77
2020,5,8,13,16.48
2020,5,8,14,17.0
2020,5,8,15,17.21
2020,5,8,16,16.99
2020,5,8,17,16.24
2020,5,8,18,14.34
2020,5,8,19,10.66
2020,5,8,20,9.48
2020,5,8,21,9.19
2020,5,8,22,9.25
2020,5,8,23,9.61
2020,5,9,0,9.17
2020,5,9,1,8.36
2020,5,9,2,8.16
2020,5,9,3,7.94
2020,5,9,4,7.77
2020,5,9,5,8.81
2020,5,9,6,11.35
2020,5,9,7,14.07
2020,5,9,8,16.15
2020,5,9,9,17.37
2020,5,9,10,18.24
2020,5,9,11,18.86
2020,5,9,12,19.23
2020,5,9,13,19.4
2020,5,9,14,19.46
2020,5,9,15,19.48
2020,5,9,16,19.07
2020,5,9,17,18.29
2020,5,9,18,16.35
2020,5,9,19,14.01
2020,5,9,20,13.88
2020,5,9,21,14.2
2020,5,9,22,13.46
2020,5,9,23,12.19
2020,5,10,0,10.66
2020,5,10,1,9.37
2020,5,10,2,8.52
2020,5,10,3,8.04
2020,5,10,4,7.75
2020,5,10,5,8.98
2020,5,10,6,12.69
2020,5,10,7,15.3
2020,5,10,8,18.81
2020,5,10,9,20.12
2020,5,10,10,21.25
2020,5,10,11,22.3
2020,5,10,12,23.04
2020,5,10,13,23.45
2020,5,10,14,23.55
2020,5,10,15,23.35
2020,5,10,16,22.87
2020,5,10,17,22.15
2020,5,10,18,20.0
2020,5,10,19,16.42
2020,5,10,20,14.88
2020,5,10,21,14.02
2020,5,10,22,13.32
2020,5,10,23,12.73
2020,5,11,0,12.23
2020,5,11,1,11.94
2020,5,11,2,11.79
2020,5,11,3,11.64
2020,5,11,4,11.01
2020,5,11,5,11.81
2020,5,11,6,14.2
2020,5,11,7,16.92
2020,5,11,8,20.26
2020,5,11,9,24.01
2020,5,11,10,26.51
2020,5,11,11,27.72
2020,5,11,12,28.3
2020,5,11,13,28.68
2020,5,11,14,28.87
2020,5,11,15,28.67
2020,5,11,16,28.08
2020,5,11,17,26.81
2020,5,11,18,24.52
2020,5,11,19,22.07
2020,5,11,20,20.71
2020,5,11,21,19.66
2020,5,11,22,18.69
2020,5,11,23,18.12
2020,5,12,0,17.39
2020,5,12,1,17.41
2020,5,12,2,16.51
2020,5,12,3,16.19
2020,5,12,4,15.61
2020,5,12,5,15.94
2020,5,12,6,17.43
2020,5,12,7,19.45
2020,5,12,8,22.69
2020,5,12,9,24.49
2020,5,12,10,25.83
2020,5,12,11,26.9
2020,5,12,12,26.51
2020,5,12,13,22.5
2020,5,12,14,16.0
2020,5,12,15,13.52
2020,5,12,16,12.39
2020,5,12,17,11.32
2020,5,12,18,10.63
2020,5,12,19,10.23
2020,5,12,20,9.84
2020,5,12,21,8.9
2020,5,12,22,7.37
2020,5,12,23,5.94
2020,5,13,0,4.8
2020,5,13,1,3.86
2020,5,13,2,2.88
2020,5,13,3,2.3
2020,5,13,4,1.56
2020,5,13,5,2.48
2020,5,13,6,5.0
2020,5,13,7,7.65
2020,5,13,8,10.02
2020,5,13,9,12.02
2020,5,13,10,13.94
2020,5,13,11,15.69
2020,5,13,12,17.08
2020,5,13,13,18.11
2020,5,13,14,19.65
2020,5,13,15,20.55
2020,5,13,16,20.69
2020,5,13,17,20.0
2020,5,13,18,18.35
2020,5,13,19,16.19
2020,5,13,20,15.27
2020,5,13,21,14.84
2020,5,13,22,14.12
2020,5,13,23,13.48
2020,5,14,0,13.11
2020,5,14,1,12.56
2020,5,14,2,12.03
2020,5,14,3,11.27
2020,5,14,4,10.83
2020,5,14,5,11.1
2020,5,14,6,12.62
2020,5,14,7,15.52
2020,5,14,8,18.93
2020,5,14,9,21.62
2020,5,14,10,23.87
2020,5,14,11,26.94
2020,5,14,12,28.56
2020,5,14,13,29.62
2020,5,14,14,29.78
2020,5,14,15,29.11
2020,5,14,16,27.58
2020,5,14,17,25.19
2020,5,14,18,22.93
2020,5,14,19,20.46
2020,5,14,20,17.73
2020,5,14,21,15.3
2020,5,14,22,13.06
2020,5,14,23,11.34
2020,5,15,0,10.39
2020,5,15,1,9.93
2020,5,15,2,9.62
2020,5,15,3,9.35
2020,5,15,4,9.07
2020,5,15,5,9.19
2020,5,15,6,10.01
2020,5,15,7,11.14
2020,5,15,8,12.29
2020,5,15,9,13.61
2020,5,15,10,14.8
2020,5,15,11,15.99
2020,5,15,12,17.6
2020,5,15,13,19.23
2020,5,15,14,20.65
2020,5,15,15,21.37
2020,5,15,16,21.52
2020,5,15,17,21.01
2020,5,15,18,19.67
2020,5,15,19,17.82
2020,5,15,20,17.13
2020,5,15,21,16.4
2020,5,15,22,15.53
2020,5,15,23,14.38
2020,5,16,0,13.9
2020,5,16,1,14.12
2020,5,16,2,11.99
2020,5,16,3,9.75
2020,5,16,4,8.72
2020,5,16,5,8.25
2020,5,16,6,8.48
2020,5,16,7,9.57
2020,5,16,8,11.07
2020,5,16,9,12.55
2020,5,16,10,14.02
2020,5,16,11,15.54
2020,5,16,12,16.8
2020,5,16,13,17.66
2020,5,16,14,18.22
2020,5,16,15,18.51
2020,5,16,16,18.36
2020,5,16,17,17.68
2020,5,16,18,16.17
2020,5,16,19,13.28
2020,5,16,20,12.11
2020,5,16,21,11.38
2020,5,16,22,10.92
2020,5,16,23,10.34
2020,5,17,0,9.9
2020,5,17,1,9.25
2020,5,17,2,8.53
2020,5,17,3,8.03
2020,5,17,4,8.16
2020,5,17,5,9.16
2020,5,17,6,10.17
2020,5,17,7,12.3
2020,5,17,8,14.35
2020,5,17,9,15.15
2020,5,17,10,15.76
2020,5,17,11,16.55
2020,5,17,12,17.55
2020,5,17,13,18.67
2020,5,17,14,19.21
2020,5,17,15,18.55
2020,5,17,16,17.47
2020,5,17,17,16.95
2020,5,17,18,16.33
2020,5,17,19,14.26
2020,5,17,20,13.5
2020,5,17,21,13.33
2020,5,17,22,12.8
2020,5,17,23,11.7
2020,5,18,0,10.33
2020,5,18,1,9.59
2020,5,18,2,9.21
2020,5,18,3,8.99
2020,5,18,4,8.8
2020,5,18,5,10.1
2020,5,18,6,12.02
2020,5,18,7,14.81
2020,5,18,8,17.05
2020,5,18,9,18.72
2020,5,18,10,20.26
2020,5,18,11,21.71
2020,5,18,12,23.09
2020,5,18,13,24.32
2020,5,18,14,25.18
2020,5,18,15,25.57
2020,5,18,16,25.41
2020,5,18,17,24.41
2020,5,18,18,21.68
2020,5,18,19,17.55
2020,5,18,20,15.53
2020,5,18,21,14.34
2020,5,18,22,13.33
2020,5,18,23,12.55
2020,5,19,0,12.09
2020,5,19,1,11.82
2020,5,19,2,11.44
2020,5,19,3,10.84
2020,5,19,4,10.69
2020,5,19,5,11.41
2020,5,19,6,13.12
2020,5,19,7,16.17
2020,5,19,8,20.12
2020,5,19,9,22.48
2020,5,19,10,24.23
2020,5,19,11,25.73
2020,5,19,12,26.94
2020,5,19,13,27.92
2020,5,19,14,28.42
2020,5,19,15,28.17
2020,5,19,16,27.09
2020,5,19,17,25.69
2020,5,19,18,24.6
2020,5,19,19,22.46
2020,5,19,20,20.97
2020,5,19,21,20.07
2020,5,19,22,19.12
2020,5,19,23,18.33
2020,5,20,0,17.76
2020,5,20,1,17.29
2020,5,20,2,17.27
2020,5,20,3,16.92
2020,5,20,4,16.29
2020,5,20,5,15.83
2020,5,20,6,15.56
2020,5,20,7,15.23
2020,5,20,8,14.65
2020,5,20,9,14.42
2020,5,20,10,14.69
2020,5,20,11,15.44
2020,5,20,12,16.25
2020,5,20,13,16.88
2020,5,20,14,16.9
2020,5,20,15,16.65
2020,5,20,16,15.9
2020,5,20,17,14.76
2020,5,20,18,13.37
2020,5,20,19,12.09
2020,5,20,20,11.53
2020,5,20,21,11.33
2020,5,20,22,11.51
2020,5,20,23,10.82
2020,5,21,0,10.19
2020,5,21,1,9.76
2020,5,21,2,9.19
2020,5,21,3,8.57
2020,5,21,4,8.23
2020,5,21,5,8.26
2020,5,21,6,9.19
2020,5,21,7,11.19
2020,5,21,8,13.55
2020,5,21,9,15.01
2020,5,21,10,15.89
2020,5,21,11,16.19
2020,5,21,12,16.27
2020,5,21,13,16.63
2020,5,21,14,16.97
2020,5,21,15,17.08
2020,5,21,16,16.81
2020,5,21,17,15.94
2020,5,21,18,14.71
2020,5,21,19,12.74
2020,5,21,20,11.22
2020,5,21,21,10.16
2020,5,21,22,9.15
2020,5,21,23,8.7
2020,5,22,0,7.9
2020,5,22,1,6.67
2020,5,22,2,5.86
2020,5,22,3,5.17
2020,5,22,4,4.57
2020,5,22,5,5.48
2020,5,22,6,7.55
2020,5,22,7,11.15
2020,5,22,8,12.73
2020,5,22,9,14.03
2020,5,22,10,15.23
2020,5,22,11,16.14
2020,5,22,12,16.64
2020,5,22,13,16.9
2020,5,22,14,16.83
2020,5,22,15,16.3
2020,5,22,16,15.63
2020,5,22,17,14.95
2020,5,22,18,13.89
2020,5,22,19,11.3
2020,5,22,20,9.22
2020,5,22,21,8.73
2020,5,22,22,8.36
2020,5,22,23,7.46
2020,5,23,0,7.26
2020,5,23,1,7.17
2020,5,23,2,6.76
2020,5,23,3,6.08
2020,5,23,4,5.61
2020,5,23,5,6.73
2020,5,23,6,8.41
2020,5,23,7,9.77
2020,5,23,8,10.76
2020,5,23,9,11.76
2020,5,23,10,12.75
2020,5,23,11,14.0
2020,5,23,12,15.36
2020,5,23,13,16.33
2020,5,23,14,16.88
2020,5,23,15,17.05
2020,5,23,16,16.81
2020,5,23,17,16.23
2020,5,23,18,15.02
2020,5,23,19,12.13
2020,5,23,20,12.01
2020,5,23,21,12.31
2020,5,23,22,10.3
2020,5,23,23,8.63
2020,5,24,0,7.78
2020,5,24,1,7.15
2020,5,24,2,6.58
2020,5,24,3,5.98
2020,5,24,4,5.69
2020,5,24,5,8.18
2020,5,24,6,11.1
2020,5,24,7,13.9
2020,5,24,8,16.16
2020,5,24,9,17.29
2020,5,24,10,17.6
2020,5,24,11,17.52
2020,5,24,12,17.3
2020,5,24,13,16.94
2020,5,24,14,16.9
2020,5,24,15,16.5
2020,5,24,16,16.47
2020,5,24,17,16.37
2020,5,24,18,15.39
2020,5,24,19,12.98
2020,5,24,20,11.24
2020,5,24,21,10.72
2020,5,24,22,10.46
2020,5,24,23,10.08
2020,5,25,0,9.5
2020,5,25,1,8.86
2020,5,25,2,8.27
2020,5,25,3,7.8
2020,5,25,4,7.53
2020,5,25,5,8.55
2020,5,25,6,10.45
2020,5,25,7,12.33
2020,5,25,8,13.65
2020,5,25,9,14.87
2020,5,25,10,16.1
2020,5,25,11,17.12
2020,5,25,12,17.81
2020,5,25,13,18.4
2020,5,25,14,18.55
2020,5,25,15,18.07
2020,5,25,16,17.51
2020,5,25,17,16.84
2020,5,25,18,15.77
2020,5,25,19,13.51
2020,5,25,20,12.15
2020,5,25,21,11.55
2020,5,25,22,11.0
2020,5,25,23,10.39
2020,5,26,0,9.75
2020,5,26,1,8.96
2020,5,26,2,8.3
2020,5,26,3,7.73
2020,5,26,4,7.51
2020,5,26,5,8.4
2020,5,26,6,10.01
2020,5,26,7,11.93
2020,5,26,8,13.33
2020,5,26,9,14.12
2020,5,26,10,14.76
2020,5,26,11,15.37
2020,5,26,12,16.24
2020,5,26,13,16.89
2020,5,26,14,16.68
2020,5,26,15,16.04
2020,5,26,16,15.33
2020,5,26,17,14.68
2020,5,26,18,13.9
2020,5,26,19,12.52
2020,5,26,20,11.83
2020,5,26,21,11.39
2020,5,26,22,10.81
2020,5,26,23,10.37
2020,5,27,0,10.05
2020,5,27,1,9.86
2020,5,27,2,9.65
2020,5,27,3,9.45
2020,5,27,4,9.26
2020,5,27,5,9.46
2020,5,27,6,9.98
2020,5,27,7,10.65
2020,5,27,8,11.29
2020,5,27,9,12.06
2020,5,27,10,12.96
2020,5,27,11,13.8
2020,5,27,12,14.53
2020,5,27,13,14.94
2020,5,27,14,15.25
2020,5,27,15,15.27
2020,5,27,16,15.21
2020,5,27,17,14.91
2020,5,27,18,13.96
2020,5,27,19,12.46
2020,5,27,20,11.4
2020,5,27,21,10.66
2020,5,27,22,10.06
2020,5,27,23,9.58
2020,5,28,0,9.23
2020,5,28,1,8.69
2020,5,28,2,8.55
2020,5,28,3,8.59
2020,5,28,4,8.49
2020,5,28,5,9.03
2020,5,28,6,10.48
2020,5,28,7,12.33
2020,5,28,8,14.25
2020,5,28,9,15.62
2020,5,28,10,16.12
2020,5,28,11,16.08
2020,5,28,12,16.03
2020,5,28,13,16.12
2020,5,28,14,16.17
2020,5,28,15,16.1
2020,5,28,16,15.9
2020,5,28,17,15.33
2020,5,28,18,14.32
2020,5,28,19,13.34
2020,5,28,20,12.82
2020,5,28,21,12.5
2020,5,28,22,12.05
2020,5,28,23,11.68
2020,5,29,0,11.32
2020,5,29,1,11.07
2020,5,29,2,10.82
2020,5,29,3,10.65
2020,5,29,4,10.58
2020,5,29,5,10.65
2020,5,29,6,10.5
2020,5,29,7,10.76
2020,5,29,8,11.52
2020,5,29,9,12.33
2020,5,29,10,13.66
2020,5,29,11,15.2
2020,5,29,12,16.37
2020,5,29,13,16.72
2020,5,29,14,16.59
2020,5,29,15,16.44
2020,5,29,16,16.12
2020,5,29,17,15.34
2020,5,29,18,14.43
2020,5,29,19,13.23
2020,5,29,20,12.15
2020,5,29,21,11.55
2020,5,29,22,11.55
2020,5,29,23,11.32
2020,5,30,0,11.06
2020,5,30,1,11.05
2020,5,30,2,11.02
2020,5,30,3,10.94
2020,5,30,4,10.83
2020,5,30,5,10.97
2020,5,30,6,11.6
2020,5,30,7,12.73
2020,5,30,8,14.15
2020,5,30,9,15.37
2020,5,30,10,16.34
2020,5,30,11,17.4
2020,5,30,12,17.91
2020,5,30,13,18.29
2020,5,30,14,18.54
2020,5,30,15,18.3
2020,5,30,16,18.01
2020,5,30,17,17.4
2020,5,30,18,16.73
2020,5,30,19,15.47
2020,5,30,20,14.07
2020,5,30,21,13.37
2020,5,30,22,12.15
2020,5,30,23,11.32
2020,5,31,0,10.74
2020,5,31,1,10.19
2020,5,31,2,9.76
2020,5,31,3,9.46
2020,5,31,4,9.29
2020,5,31,5,10.08
2020,5,31,6,11.1
2020,5,31,7,12.5
2020,5,31,8,14.02
2020,5,31,9,15.07
2020,5,31,10,15.72
2020,5,31,11,16.08
2020,5,31,12,16.16
2020,5,31,13,15.89
2020,5,31,14,15.33
2020,5,31,15,14.62
2020,5,31,16,14.03
2020,5,31,17,13.69
2020,5,31,18,13.2
2020,5,31,19,12.5
2020,5,31,20,12.01
2020,5,31,21,11.21
2020,5,31,22,10.3
2020,5,31,23,9.23
2020,6,1,0,8.79
2020,6,1,1,8.78
2020,6,1,2,8.95
2020,6,1,3,9.01
2020,6,1,4,8.96
2020,6,1,5,9.59
2020,6,1,6,10.69
2020,6,1,7,12.27
2020,6,1,8,14.05
2020,6,1,9,15.54
2020,6,1,10,16.09
2020,6,1,11,15.87
2020,6,1,12,15.53
2020,6,1,13,15.81
2020,6,1,14,16.05
2020,6,1,15,16.37
2020,6,1,16,16.62
2020,6,1,17,16.15
2020,6,1,18,14.98
2020,6,1,19,12.99
2020,6,1,20,11.8
2020,6,1,21,11.13
2020,6,1,22,10.81
2020,6,1,23,10.69
2020,6,2,0,10.56
2020,6,2,1,10.15
2020,6,2,2,9.22
2020,6,2,3,8.26
2020,6,2,4,7.5
2020,6,2,5,8.12
2020,6,2,6,9.36
2020,6,2,7,11.46
2020,6,2,8,13.3
2020,6,2,9,14.65
2020,6,2,10,15.64
2020,6,2,11,16.37
2020,6,2,12,16.78
2020,6,2,13,16.85
2020,6,2,14,16.67
2020,6,2,15,16.26
2020,6,2,16,15.75
2020,6,2,17,15.09
2020,6,2,18,14.38
2020,6,2,19,13.26
2020,6,2,20,11.82
2020,6,2,21,10.21
2020,6,2,22,9.05
2020,6,2,23,8.23
2020,6,3,0,7.58
2020,6,3,1,7.02
2020,6,3,2,6.56
2020,6,3,3,6.68
2020,6,3,4,6.73
2020,6,3,5,8.68
2020,6,3,6,10.4
2020,6,3,7,12.57
2020,6,3,8,13.83
2020,6,3,9,14.5
2020,6,3,10,14.68
2020,6,3,11,14.66
2020,6,3,12,15.02
2020,6,3,13,15.58
2020,6,3,14,16.14
2020,6,3,15,16.59
2020,6,3,16,17.08
2020,6,3,17,16.93
2020,6,3,18,15.83
2020,6,3,19,13.38
2020,6,3,20,11.87
2020,6,3,21,11.01
2020,6,3,22,10.14
2020,6,3,23,9.45
2020,6,4,0,8.87
2020,6,4,1,8.37
2020,6,4,2,8.01
2020,6,4,3,7.67
2020,6,4,4,7.57
2020,6,4,5,9.5
2020,6,4,6,11.16
2020,6,4,7,14.0
2020,6,4,8,16.64
2020,6,4,9,18.39
2020,6,4,10,19.58
2020,6,4,11,20.48
2020,6,4,12,20.9
2020,6,4,13,20.93
2020,6,4,14,21.37
2020,6,4,15,21.88
2020,6,4,16,22.29
2020,6,4,17,21.97
2020,6,4,18,20.22
2020,6,4,19,17.12
2020,6,4,20,15.51
2020,6,4,21,14.89
2020,6,4,22,14.22
2020,6,4,23,13.67
2020,6,5,0,13.62
2020,6,5,1,13.57
2020,6,5,2,13.08
2020,6,5,3,12.79
2020,6,5,4,12.87
2020,6,5,5,13.56
2020,6,5,6,14.91
2020,6,5,7,17.73
2020,6,5,8,21.1
2020,6,5,9,23.74
2020,6,5,10,25.53
2020,6,5,11,26.8
2020,6,5,12,27.69
2020,6,5,13,28.15
2020,6,5,14,28.33
2020,6,5,15,28.15
2020,6,5,16,27.53
2020,6,5,17,26.61
2020,6,5,18,24.76
2020,6,5,19,21.83
2020,6,5,20,20.2
2020,6,5,21,19.49
2020,6,5,22,18.76
2020,6,5,23,17.87
2020,6,6,0,17.25
2020,6,6,1,16.7
2020,6,6,2,16.18
2020,6,6,3,16.03
2020,6,6,4,15.98
2020,6,6,5,17.58
2020,6,6,6,19.71
2020,6,6,7,21.44
2020,6,6,8,24.88
2020,6,6,9,27.79
2020,6,6,10,29.17
2020,6,6,11,30.08
2020,6,6,12,29.2
2020,6,6,13,27.9
2020,6,6,14,27.61
2020,6,6,15,28.2
2020,6,6,16,28.28
2020,6,6,17,27.84
2020,6,6,18,26.48
2020,6,6,19,23.51
2020,6,6,20,21.5
2020,6,6,21,20.73
2020,6,6,22,20.0
2020,6,6,23,19.23
2020,6,7,0,18.0
2020,6,7,1,16.71
2020,6,7,2,16.73
2020,6,7,3,16.3
2020,6,7,4,16.06
2020,6,7,5,17.09
2020,6,7,6,18.77
2020,6,7,7,20.93
2020,6,7,8,23.72
2020,6,7,9,25.97
2020,6,7,10,27.26
2020,6,7,11,27.69
2020,6,7,12,27.18
2020,6,7,13,28.01
2020,6,7,14,29.08
2020,6,7,15,26.65
2020,6,7,16,23.03
2020,6,7,17,20.66
2020,6,7,18,19.8
2020,6,7,19,19.01
2020,6,7,20,17.86
2020,6,7,21,17.05
2020,6,7,22,16.05
2020,6,7,23,15.15
2020,6,8,0,14.44
2020,6,8,1,14.19
2020,6,8,2,13.67
2020,6,8,3,13.35
2020,6,8,4,13.73
2020,6,8,5,15.73
2020,6,8,6,17.24
2020,6,8,7,19.89
2020,6,8,8,23.08
2020,6,8,9,25.6
2020,6,8,10,26.94
2020,6,8,11,27.87
2020,6,8,12,29.32
2020,6,8,13,30.44
2020,6,8,14,30.65
2020,6,8,15,30.39
2020,6,8,16,29.75
2020,6,8,17,28.12
2020,6,8,18,26.36
2020,6,8,19,24.88
2020,6,8,20,24.42
2020,6,8,21,23.33
2020,6,8,22,21.8
2020,6,8,23,20.49
